SecurityId;SentTimestamp;ExecutedTimestamp;ExecPrice;Qty;Side;Type
FutureA;1544176358723666832;1544176358723666832;10921.500000;1.000000;BUY;Market
FutureA;1544176358723714547;1544176358723714547;10921.500000;1.000000;BUY;Market
FutureB;1544176358723714547;1544176358723714547;10922.000000;1.000000;SELL;Market
FutureA;1544177313653306158;1544177313653306158;10904.500000;1.000000;SELL;Market
FutureB;1544177313653306158;1544177313653306158;10904.000000;1.000000;BUY;Market
FutureA;1544177567562397226;1544177567562397226;10893.500000;1.000000;SELL;Market
FutureB;1544177567562397226;1544177567562397226;10893.000000;1.000000;BUY;Market
FutureB;1544177852627686620;1544177852627686620;10893.000000;1.000000;SELL;Market
FutureA;1544177852627686620;1544177852627686620;10893.500000;1.000000;BUY;Market
FutureB;1544177935429134041;1544177935429134041;10890.000000;1.000000;SELL;Market
FutureA;1544177935429134041;1544177935429134041;10889.500000;1.000000;BUY;Market
FutureB;1544180898068415361;1544180898068415361;10876.000000;1.000000;BUY;Market
FutureA;1544180898068415361;1544180898068415361;10876.500000;1.000000;SELL;Market
FutureB;1544181868868284097;1544181868868284097;10881.000000;1.000000;BUY;Market
FutureA;1544181868868284097;1544181868868284097;10881.500000;1.000000;SELL;Market
FutureA;1544181868868305892;1544181868868305892;10881.500000;1.000000;SELL;Market
FutureB;1544181868868305892;1544181868868305892;10881.000000;1.000000;BUY;Market
FutureB;1544182213992952440;1544182213992952440;10876.000000;1.000000;BUY;Market
FutureA;1544182213992952440;1544182213992952440;10876.500000;1.000000;SELL;Market
FutureB;1544183199309740276;1544183199309740276;10868.000000;1.000000;SELL;Market
FutureA;1544183199309740276;1544183199309740276;10868.500000;1.000000;BUY;Market
FutureB;1544183376110963612;1544183376110963612;10864.000000;1.000000;SELL;Market
FutureA;1544183376110963612;1544183376110963612;10863.000000;1.000000;BUY;Market
FutureB;1544183385193575759;1544183385193575759;10864.000000;1.000000;SELL;Market
FutureA;1544183385193575759;1544183385193575759;10863.000000;1.000000;BUY;Market
FutureB;1544183602613318295;1544183602613318295;10868.000000;1.000000;SELL;Market
FutureA;1544183602613318295;1544183602613318295;10867.500000;1.000000;BUY;Market
FutureA;1544183999548426525;1544183999548426525;10859.500000;1.000000;SELL;Market
FutureB;1544183999548426525;1544183999548426525;10859.000000;1.000000;BUY;Market
FutureA;1544184005062271935;1544184005062271935;10861.500000;1.000000;BUY;Market
FutureB;1544184005062271935;1544184005062271935;10862.000000;1.000000;SELL;Market
FutureB;1544185231730085627;1544185231730085627;10868.000000;1.000000;BUY;Market
FutureA;1544185231730085627;1544185231730085627;10868.500000;1.000000;SELL;Market
FutureA;1544185250439398144;1544185250439398144;10868.500000;1.000000;SELL;Market
FutureB;1544185250439398144;1544185250439398144;10869.000000;1.000000;BUY;Market
FutureA;1544185538946618642;1544185538946618642;10863.500000;1.000000;BUY;Market
FutureB;1544185538946618642;1544185538946618642;10864.000000;1.000000;SELL;Market
FutureB;1544187152920412095;1544187152920412095;10859.000000;1.000000;SELL;Market
FutureA;1544187152920412095;1544187152920412095;10858.500000;1.000000;BUY;Market
FutureB;1544188029356082679;1544188029356082679;10850.000000;1.000000;BUY;Market
FutureA;1544188029356082679;1544188029356082679;10850.500000;1.000000;SELL;Market
FutureA;1544188061967252363;1544188061967252363;10848.500000;1.000000;SELL;Market
FutureB;1544188061967252363;1544188061967252363;10848.000000;1.000000;BUY;Market
FutureB;1544188062780867696;1544188062780867696;10848.000000;1.000000;BUY;Market
FutureA;1544188062780867696;1544188062780867696;10848.500000;1.000000;SELL;Market
